bin1 bin2 count p_value
180 765 7 9.631184738623233e-13
406 771 9 1.1102230246251565e-16
758 775 13 1.1102230246251565e-16
765 1085 6 1.1559342372180481e-10
765 2139 7 9.631184738623233e-13
765 4469 10 1.1102230246251565e-16
765 4660 9 1.1102230246251565e-16
771 4299 14 1.1102230246251565e-16
900 2899 7 9.631184738623233e-13
1029 3319 6 1.1559342372180481e-10
1049 5233 6 1.1559342372180481e-10
1085 4469 8 6.772360450213455e-15
1098 3795 9 1.1102230246251565e-16
1299 1459 6 1.1559342372180481e-10
1372 1814 7 9.631184738623233e-13
1373 1814 12 1.1102230246251565e-16
1457 3083 20 1.1102230246251565e-16
1536 3108 7 9.631184738623233e-13
1551 4271 12 1.1102230246251565e-16
1988 4588 6 1.1559342372180481e-10
2555 4757 8 6.772360450213455e-15
2566 4653 7 9.631184738623233e-13
2610 3420 9 1.1102230246251565e-16
2623 3356 7 9.631184738623233e-13
2977 3083 13 1.1102230246251565e-16
3083 4469 13 1.1102230246251565e-16
3083 4660 6 1.1559342372180481e-10
3083 5179 12 1.1102230246251565e-16
3839 5234 6 1.1559342372180481e-10
3888 5234 6 1.1559342372180481e-10
4207 4272 6 1.1559342372180481e-10
4207 4660 11 1.1102230246251565e-16
4653 4958 6 1.1559342372180481e-10
